"org","year","survey","bush","state","edu","age","female","black","weight","fit_m1","fit_m2","fit_m3","resid_m1","resid_m2","resid_m3"
"cbsnyt","1","9152","0","31","4","2","1","0",410,0.578623260530761,0.563378512649003,0.552011401741957,-1.31470755482544,-1.2873916427331,-1.26727068711297
"cbsnyt","1","9152","1","33","2","3","0","0",2204,0.605768172088989,0.599279921051876,0.588202427461663,1.00125713022579,1.0119550148903,1.03022728166004
"cbsnyt","1","9152","0","10","3","3","1","0",286,0.578623260530761,0.596308907312046,0.586294953650522,-1.31470755482544,-1.3469263643964,-1.32860980539813
"cbsnyt","1","9152","0","33","3","2","1","1",528,0.208708736183552,0.220268083539248,0.212335842644239,-0.684235568675813,-0.705414934943948,-0.690917471512665
"cbsnyt","1","9152","1","40","4","2","1","0",820,0.578623260530761,0.563378512649003,0.552011401741957,1.04604367580604,1.07126426523088,1.09012529333901
"cbsnyt","1","9152","0","33","3","2","0","0",781,0.605768172088989,0.627617642833626,0.617528257851979,-1.36441646648511,-1.40558465467694,-1.38643463977338
"cbsnyt","1","9152","1","39","1","4","1","0",3508,0.578623260530761,0.49552304239918,0.483464501974348,1.04604367580604,1.18502440731407,1.2056345927836
"cbsnyt","1","9152","1","31","4","2","0","0",455,0.605768172088989,0.591503206552318,0.580455231285754,1.00125713022579,1.02478112250986,1.0430173553426
"cbsnyt","1","9152","1","33","1","4","0","0",1948,0.605768172088989,0.52432819235441,0.512416296167187,1.00125713022579,1.13634279109023,1.15638912642787
"cbsnyt","1","9152","1","41","3","2","0","0",1001,0.605768172088989,0.627617642833626,0.617528257851979,1.00125713022579,0.965219298324265,0.981866029378173
"cbsnyt","1","9152","0","33","4","2","1","1",1230,0.208708736183552,0.195300153625077,0.187653432988173,-0.684235568675813,-0.659220650070702,-0.64471423624999
"cbsnyt","1","9152","1","15","4","4","1","0",411,0.578623260530761,0.564217590830557,0.552668107796043,1.04604367580604,1.0698741071178,1.08903408979338
"cbsnyt","1","9152","0","22","2","2","1","0",701,0.578623260530761,0.575364062075291,0.563469890543338,-1.31470755482544,-1.30883390375644,-1.28755421384832
"cbsnyt","1","9152","0","39","2","2","1","0",1403,0.578623260530761,0.575364062075291,0.563469890543338,-1.31470755482544,-1.30883390375644,-1.28755421384832
"cbsnyt","1","9152","0","22","3","2","0","0",781,0.605768172088989,0.627617642833626,0.617528257851979,-1.36441646648511,-1.40558465467694,-1.38643463977338
"cbsnyt","1","9152","1","7","4","3","1","0",701,0.578623260530761,0.559290218575981,0.548408418442319,1.04604367580604,1.07804152609906,1.0961158519936
"cbsnyt","1","9152","0","33","4","3","0","0",778,0.605768172088989,0.587485432106452,0.576905673136123,-1.36441646648511,-1.33077703446177,-1.31160979703986
"cbsnyt","1","9152","1","22","4","3","0","0",778,0.605768172088989,0.587485432106452,0.576905673136123,1.00125713022579,1.03141051932372,1.04888178927689
"cbsnyt","1","9152","0","10","1","4","1","0",1498,0.578623260530761,0.49552304239918,0.483464501974348,-1.31470755482544,-1.16981461263424,-1.14944444385771
"cbsnyt","1","9152","0","31","4","2","0","0",455,0.605768172088989,0.591503206552318,0.580455231285754,-1.36441646648511,-1.33811151574909,-1.3180174805711
"cbsnyt","1","9152","1","19","1","4","0","0",1663,0.605768172088989,0.52432819235441,0.512416296167187,1.00125713022579,1.13634279109023,1.15638912642787
"cbsnyt","1","9152","1","22","2","3","1","0",1323,0.578623260530761,0.571302596810189,0.559885587936892,1.04604367580604,1.05814580074912,1.07705415219669
"cbsnyt","1","9152","0","33","4","2","0","0",910,0.605768172088989,0.591503206552318,0.580455231285754,-1.36441646648511,-1.33811151574909,-1.3180174805711
"cbsnyt","1","9152","0","43","3","2","0","1",1527,0.227884977645708,0.24070709048671,0.23235498433169,-0.719196422917637,-0.742115437105697,-0.72722468587441
"cbsnyt","1","9152","0","14","2","3","0","0",1107,0.605768172088989,0.599279921051876,0.588202427461663,-1.36441646648511,-1.35239946237575,-1.33208361536699
"cbsnyt","1","9152","1","1","2","3","1","0",1130,0.578623260530761,0.571302596810189,0.559885587936892,1.04604367580604,1.05814580074912,1.07705415219669
"cbsnyt","1","9152","1","14","1","1","0","1",1497,0.227884977645708,0.1983053123647,0.19050255181275,1.71983386484429,1.79885933540156,1.82103799475056
"cbsnyt","1","9152","0","16","2","3","0","0",554,0.605768172088989,0.599279921051876,0.588202427461663,-1.36441646648511,-1.35239946237575,-1.33208361536699
"cbsnyt","1","9152","1","10","1","1","1","0",1335,0.578623260530761,0.539566791534574,0.527856526060219,1.04604367580604,1.11084535313227,1.13042537404994
"cbsnyt","1","9152","0","21","4","2","0","0",389,0.605768172088989,0.591503206552318,0.580455231285754,-1.36441646648511,-1.33811151574909,-1.3180174805711
"cbsnyt","1","9152","0","33","4","1","1","0",1059,0.578623260530761,0.607020234872644,0.596081571445564,-1.31470755482544,-1.366745884694,-1.34650832223658
"cbsnyt","1","9152","1","25","4","2","0","0",389,0.605768172088989,0.591503206552318,0.580455231285754,1.00125713022579,1.02478112250986,1.0430173553426
"cbsnyt","1","9152","1","39","2","3","0","0",735,0.605768172088989,0.599279921051876,0.588202427461663,1.00125713022579,1.0119550148903,1.03022728166004
"cbsnyt","1","9152","0","36","2","3","1","0",997,0.578623260530761,0.571302596810189,0.559885587936892,-1.31470755482544,-1.30154059698736,-1.28118738555681
"cbsnyt","1","9152","1","49","4","1","0","0",1339,0.605768172088989,0.634159252197646,0.62363505832929,1.00125713022579,0.954416229593067,0.971792080767029
"cbsnyt","1","9152","1","1","1","3","1","1",848,0.208708736183552,0.153327206974119,0.147102216151159,1.77020654487981,1.93658515613537,1.95787005997779
"cbsnyt","1","9152","1","34","2","1","1","0",1335,0.578623260530761,0.618618776814299,0.607214919110998,1.04604367580604,0.980067411423122,0.998871846496493
"cbsnyt","1","9152","1","36","3","1","0","0",396,0.605768172088989,0.668615297505281,0.659133167838308,1.00125713022579,0.897269664428355,0.913049494022076
"cbsnyt","1","9152","0","47","4","2","1","0",700,0.578623260530761,0.563378512649003,0.552011401741957,-1.31470755482544,-1.2873916427331,-1.26727068711297
"cbsnyt","1","9152","1","34","3","2","0","0",667,0.605768172088989,0.627617642833626,0.617528257851979,1.00125713022579,0.965219298324265,0.981866029378173
"cbsnyt","1","9152","1","23","3","2","1","0",530,0.578623260530761,0.600299212374826,0.589821746591937,1.04604367580604,1.01027428035935,1.02755526581454
"cbsnyt","1","9152","0","10","4","3","0","0",664,0.605768172088989,0.587485432106452,0.576905673136123,-1.36441646648511,-1.33077703446177,-1.31160979703986
"cbsnyt","1","9152","1","24","2","2","1","0",1057,0.578623260530761,0.575364062075291,0.563469890543338,1.04604367580604,1.05142977616701,1.07111286040358
"cbsnyt","1","9152","1","19","3","2","0","0",667,0.605768172088989,0.627617642833626,0.617528257851979,1.00125713022579,0.965219298324265,0.981866029378173
"cbsnyt","1","9152","0","43","2","1","1","0",1335,0.578623260530761,0.618618776814299,0.607214919110998,-1.31470755482544,-1.38849257709106,-1.36710839706778
"cbsnyt","1","9152","0","23","1","4","0","0",1468,0.605768172088989,0.52432819235441,0.512416296167187,-1.36441646648511,-1.21903826214548,-1.19857690876568
"cbsnyt","1","9152","0","50","1","4","0","0",734,0.605768172088989,0.52432819235441,0.512416296167187,-1.36441646648511,-1.21903826214548,-1.19857690876568
"cbsnyt","1","9152","1","4","3","2","0","0",667,0.605768172088989,0.627617642833626,0.617528257851979,1.00125713022579,0.965219298324265,0.981866029378173
"cbsnyt","1","9152","1","34","3","2","0","0",334,0.605768172088989,0.627617642833626,0.617528257851979,1.00125713022579,0.965219298324265,0.981866029378173
"cbsnyt","1","9152","1","14","4","2","1","0",618,0.578623260530761,0.563378512649003,0.552011401741957,1.04604367580604,1.07126426523088,1.09012529333901
"cbsnyt","1","9152","1","14","4","1","1","0",532,0.578623260530761,0.607020234872644,0.596081571445564,1.04604367580604,0.99919282684475,1.01722933150826
"cbsnyt","1","9152","1","15","4","3","0","0",293,0.605768172088989,0.587485432106452,0.576905673136123,1.00125713022579,1.03141051932372,1.04888178927689
"cbsnyt","1","9152","1","50","2","2","1","0",1057,0.578623260530761,0.575364062075291,0.563469890543338,1.04604367580604,1.05142977616701,1.07111286040358
"cbsnyt","1","9152","1","25","2","4","1","0",749,0.578623260530761,0.576197433812666,0.564123062776993,1.04604367580604,1.05005229391832,1.07003070504761
"cbsnyt","1","9152","0","10","4","4","0","0",1035,0.605768172088989,0.592327346825015,0.581101882724099,-1.36441646648511,-1.33961990673399,-1.31918728426774
"cbsnyt","1","9152","1","16","4","2","1","0",618,0.578623260530761,0.563378512649003,0.552011401741957,1.04604367580604,1.07126426523088,1.09012529333901
"cbsnyt","1","9152","0","50","2","2","0","0",1761,0.605768172088989,0.603260397687102,0.591724283000871,-1.36441646648511,-1.35976110186303,-1.33851601100155
"cbsnyt","1","9152","0","44","2","3","1","0",565,0.578623260530761,0.571302596810189,0.559885587936892,-1.31470755482544,-1.30154059698736,-1.28118738555681
"cbsnyt","1","9152","1","15","4","3","0","0",586,0.605768172088989,0.587485432106452,0.576905673136123,1.00125713022579,1.03141051932372,1.04888178927689
"cbsnyt","1","9152","1","10","1","1","0","0",1483,0.605768172088989,0.568049302046387,0.556602115654202,1.00125713022579,1.06352909189208,1.08250138925171
"cbsnyt","1","9152","1","24","2","1","1","0",1767,0.578623260530761,0.618618776814299,0.607214919110998,1.04604367580604,0.980067411423122,0.998871846496493
"cbsnyt","1","9152","1","18","4","2","1","0",700,0.578623260530761,0.563378512649003,0.552011401741957,1.04604367580604,1.07126426523088,1.09012529333901
"cbsnyt","1","9152","1","16","2","3","0","0",1107,0.605768172088989,0.599279921051876,0.588202427461663,1.00125713022579,1.0119550148903,1.03022728166004
"cbsnyt","1","9152","1","16","4","2","0","0",171,0.605768172088989,0.591503206552318,0.580455231285754,1.00125713022579,1.02478112250986,1.0430173553426
"cbsnyt","1","9152","0","36","2","3","1","0",498,0.578623260530761,0.571302596810189,0.559885587936892,-1.31470755482544,-1.30154059698736,-1.28118738555681
"cbsnyt","1","9152","0","43","3","1","1","1",607,0.208708736183552,0.252714700739534,0.244061650858284,-0.684235568675813,-0.76329318095202,-0.748058092506495
"cbsnyt","1","9152","1","18","3","2","1","0",601,0.578623260530761,0.600299212374826,0.589821746591937,1.04604367580604,1.01027428035935,1.02755526581454
"cbsnyt","1","9152","0","48","3","1","1","0",1102,0.578623260530761,0.642591751332584,0.632647656784368,-1.31470755482544,-1.43448708385382,-1.41522706887318
"cbsnyt","1","9152","0","17","3","1","1","0",1427,0.578623260530761,0.642591751332584,0.632647656784368,-1.31470755482544,-1.43448708385382,-1.41522706887318
"cbsnyt","1","9152","1","50","2","3","1","0",1495,0.578623260530761,0.571302596810189,0.559885587936892,1.04604367580604,1.05814580074912,1.07705415219669
"cbsnyt","1","9152","0","36","4","2","0","0",343,0.605768172088989,0.591503206552318,0.580455231285754,-1.36441646648511,-1.33811151574909,-1.3180174805711
"cbsnyt","1","9152","1","43","1","2","1","0",2249,0.578623260530761,0.494670159315061,0.482801275747272,1.04604367580604,1.18647720866259,1.20677267732526
"cbsnyt","1","9152","0","43","4","4","1","0",466,0.578623260530761,0.564217590830557,0.552668107796043,-1.31470755482544,-1.2888849613086,-1.26842774467015
"cbsnyt","1","9152","1","10","3","4","0","0",423,0.605768172088989,0.628414693867455,0.618155357629725,1.00125713022579,0.963903511654104,0.98083175454987
"cbsnyt","1","9152","0","36","3","3","0","1",963,0.227884977645708,0.23768566332076,0.229768310081714,-0.719196422917637,-0.736744586718437,-0.72258413129096
"cbsnyt","1","9152","0","32","1","3","1","0",513,0.578623260530761,0.490520315589201,0.479166853450269,-1.31470755482544,-1.16134861320338,-1.14221324161846
"cbsnyt","1","9152","0","36","2","1","1","0",1178,0.578623260530761,0.618618776814299,0.607214919110998,-1.31470755482544,-1.38849257709106,-1.36710839706778
"cbsnyt","1","9152","0","28","3","3","0","0",280,0.605768172088989,0.623729117667869,0.614083821334295,-1.36441646648511,-1.398174497868,-1.37995296065799
"cbsnyt","1","9152","1","21","4","2","1","0",700,0.578623260530761,0.563378512649003,0.552011401741957,1.04604367580604,1.07126426523088,1.09012529333901
"cbsnyt","1","9152","1","43","4","3","1","0",598,0.578623260530761,0.559290218575981,0.548408418442319,1.04604367580604,1.07804152609906,1.0961158519936
"cbsnyt","1","9152","0","34","2","2","0","0",998,0.605768172088989,0.603260397687102,0.591724283000871,-1.36441646648511,-1.35976110186303,-1.33851601100155
"cbsnyt","1","9152","1","3","2","1","0","1",1542,0.227884977645708,0.255055406038725,0.245516466480498,1.71983386484429,1.65304233390561,1.67594227869372
"cbsnyt","1","9152","1","23","2","1","0","0",1963,0.605768172088989,0.645424681747863,0.634474654673261,1.00125713022579,0.935784972668468,0.953895107418989
"cbsnyt","1","9152","1","15","4","2","0","0",343,0.605768172088989,0.591503206552318,0.580455231285754,1.00125713022579,1.02478112250986,1.0430173553426
"cbsnyt","1","9152","1","45","1","2","0","0",1513,0.605768172088989,0.523477176565825,0.511752702188781,1.00125713022579,1.13777137193285,1.15750920010508
"cbsnyt","1","9152","1","1","3","3","1","0",859,0.578623260530761,0.596308907312046,0.586294953650522,1.04604367580604,1.01685440976488,1.03337532596876
"cbsnyt","1","9152","1","27","2","1","1","0",1213,0.578623260530761,0.618618776814299,0.607214919110998,1.04604367580604,0.980067411423122,0.998871846496493
"cbsnyt","1","9152","1","47","3","1","1","0",404,0.578623260530761,0.642591751332584,0.632647656784368,1.04604367580604,0.940473996214408,0.95691340900219
"cbsnyt","1","9152","0","19","3","1","1","1",1213,0.208708736183552,0.252714700739534,0.244061650858284,-0.684235568675813,-0.76329318095202,-0.748058092506495
"cbsnyt","1","9152","0","28","2","3","1","0",498,0.578623260530761,0.571302596810189,0.559885587936892,-1.31470755482544,-1.30154059698736,-1.28118738555681
"cbsnyt","1","9152","0","36","2","2","0","0",1174,0.605768172088989,0.603260397687102,0.591724283000871,-1.36441646648511,-1.35976110186303,-1.33851601100155
"cbsnyt","1","9152","1","5","4","3","1","0",272,0.578623260530761,0.559290218575981,0.548408418442319,1.04604367580604,1.07804152609906,1.0961158519936
"cbsnyt","1","9152","1","14","4","3","0","0",293,0.605768172088989,0.587485432106452,0.576905673136123,1.00125713022579,1.03141051932372,1.04888178927689
"cbsnyt","1","9152","0","5","4","1","0","1",1393,0.227884977645708,0.245878720722587,0.237013169712342,-0.719196422917637,-0.751268362252505,-0.735546746688768
"cbsnyt","1","9152","1","36","4","2","1","0",618,0.578623260530761,0.563378512649003,0.552011401741957,1.04604367580604,1.07126426523088,1.09012529333901
"cbsnyt","1","9152","1","14","3","1","0","0",1980,0.605768172088989,0.668615297505281,0.659133167838308,1.00125713022579,0.897269664428355,0.913049494022076
"cbsnyt","1","9152","0","47","1","3","1","0",1130,0.578623260530761,0.490520315589201,0.479166853450269,-1.31470755482544,-1.16134861320338,-1.14221324161846
"cbsnyt","1","9152","0","23","3","1","1","0",713,0.578623260530761,0.642591751332584,0.632647656784368,-1.31470755482544,-1.43448708385382,-1.41522706887318
"cbsnyt","1","9152","0","5","3","2","0","0",1213,0.605768172088989,0.627617642833626,0.617528257851979,-1.36441646648511,-1.40558465467694,-1.38643463977338
"cbsnyt","1","9152","0","21","2","4","0","0",2495,0.605768172088989,0.604076694942309,0.592365763051737,-1.36441646648511,-1.36127496163093,-1.33969025130643
"cbsnyt","1","9152","1","1","2","3","0","0",1255,0.605768172088989,0.599279921051876,0.588202427461663,1.00125713022579,1.0119550148903,1.03022728166004
"cbsnyt","1","9152","1","23","2","3","1","0",997,0.578623260530761,0.571302596810189,0.559885587936892,1.04604367580604,1.05814580074912,1.07705415219669
"cbsnyt","1","9152","0","6","3","1","0","0",1224,0.605768172088989,0.668615297505281,0.659133167838308,-1.36441646648511,-1.48625390515911,-1.46714920815299
"cbsnyt","1","9152","1","45","2","2","1","0",544,0.578623260530761,0.575364062075291,0.563469890543338,1.04604367580604,1.05142977616701,1.07111286040358
"cbsnyt","1","9152","0","44","2","1","0","0",1483,0.605768172088989,0.645424681747863,0.634474654673261,-1.36441646648511,-1.44002395274692,-1.41874568400211
"cbsnyt","1","9152","1","3","2","1","1","0",1213,0.578623260530761,0.618618776814299,0.607214919110998,1.04604367580604,0.980067411423122,0.998871846496493
"cbsnyt","1","9152","1","13","3","1","1","0",735,0.578623260530761,0.642591751332584,0.632647656784368,1.04604367580604,0.940473996214408,0.95691340900219
"cbsnyt","1","9152","1","36","2","4","1","0",661,0.578623260530761,0.576197433812666,0.564123062776993,1.04604367580604,1.05005229391832,1.07003070504761
"cbsnyt","1","9152","0","50","4","1","1","0",266,0.578623260530761,0.607020234872644,0.596081571445564,-1.31470755482544,-1.366745884694,-1.34650832223658
"cbsnyt","1","9152","0","1","2","2","1","0",1198,0.578623260530761,0.575364062075291,0.563469890543338,-1.31470755482544,-1.30883390375644,-1.28755421384832
"cbsnyt","1","9152","0","21","4","1","0","0",670,0.605768172088989,0.634159252197646,0.62363505832929,-1.36441646648511,-1.41813762065958,-1.39799572013648
"cbsnyt","1","9152","0","5","4","2","1","0",318,0.578623260530761,0.563378512649003,0.552011401741957,-1.31470755482544,-1.2873916427331,-1.26727068711297
"cbsnyt","1","9152","1","5","4","2","0","0",706,0.605768172088989,0.591503206552318,0.580455231285754,1.00125713022579,1.02478112250986,1.0430173553426
"cbsnyt","1","9152","1","10","4","2","0","0",777,0.605768172088989,0.591503206552318,0.580455231285754,1.00125713022579,1.02478112250986,1.0430173553426
"cbsnyt","1","9152","1","10","3","1","0","0",1795,0.605768172088989,0.668615297505281,0.659133167838308,1.00125713022579,0.897269664428355,0.913049494022076
"cbsnyt","1","9152","0","5","2","4","1","0",680,0.578623260530761,0.576197433812666,0.564123062776993,-1.31470755482544,-1.3103339864183,-1.28871667138278
"cbsnyt","1","9152","0","10","4","1","1","0",603,0.578623260530761,0.607020234872644,0.596081571445564,-1.31470755482544,-1.366745884694,-1.34650832223658
"cbsnyt","1","9152","0","35","1","3","1","0",498,0.578623260530761,0.490520315589201,0.479166853450269,-1.31470755482544,-1.16134861320338,-1.14221324161846
"cbsnyt","1","9152","1","14","4","3","1","0",264,0.578623260530761,0.559290218575981,0.548408418442319,1.04604367580604,1.07804152609906,1.0961158519936
"cbsnyt","1","9152","1","48","2","2","0","0",1209,0.605768172088989,0.603260397687102,0.591724283000871,1.00125713022579,1.00539180274093,1.02441641021808
"cbsnyt","1","9152","1","23","2","2","0","0",587,0.605768172088989,0.603260397687102,0.591724283000871,1.00125713022579,1.00539180274093,1.02441641021808
"cbsnyt","1","9152","1","3","2","4","1","0",680,0.578623260530761,0.576197433812666,0.564123062776993,1.04604367580604,1.05005229391832,1.07003070504761
"cbsnyt","1","9152","1","23","2","1","1","0",1178,0.578623260530761,0.618618776814299,0.607214919110998,1.04604367580604,0.980067411423122,0.998871846496493
"cbsnyt","1","9152","0","10","3","3","1","1",430,0.208708736183552,0.217429745823905,0.209911088891521,-0.684235568675813,-0.700245069819523,-0.686454359949629
"cbsnyt","1","9152","1","21","4","3","1","0",897,0.578623260530761,0.559290218575981,0.548408418442319,1.04604367580604,1.07804152609906,1.0961158519936
"cbsnyt","1","9152","0","32","2","4","1","1",2043,0.208708736183552,0.20365029872065,0.195255059678113,-0.684235568675813,-0.674858305715621,-0.659135640198553
"cbsnyt","1","9152","1","5","4","1","0","0",913,0.605768172088989,0.634159252197646,0.62363505832929,1.00125713022579,0.954416229593067,0.971792080767029
"cbsnyt","1","9152","1","23","4","2","1","0",618,0.578623260530761,0.563378512649003,0.552011401741957,1.04604367580604,1.07126426523088,1.09012529333901
"cbsnyt","1","9152","1","43","3","2","0","0",667,0.605768172088989,0.627617642833626,0.617528257851979,1.00125713022579,0.965219298324265,0.981866029378173
"cbsnyt","1","9152","0","18","4","3","1","0",598,0.578623260530761,0.559290218575981,0.548408418442319,-1.31470755482544,-1.28013179960652,-1.26093385096091
"cbsnyt","1","9152","0","48","4","2","1","0",636,0.578623260530761,0.563378512649003,0.552011401741957,-1.31470755482544,-1.2873916427331,-1.26727068711297
"cbsnyt","1","9152","0","8","4","2","0","0",1166,0.605768172088989,0.591503206552318,0.580455231285754,-1.36441646648511,-1.33811151574909,-1.3180174805711
"cbsnyt","1","9152","0","48","4","3","0","0",151,0.605768172088989,0.587485432106452,0.576905673136123,-1.36441646648511,-1.33077703446177,-1.31160979703986
"cbsnyt","1","9152","1","23","2","3","0","0",1107,0.605768172088989,0.599279921051876,0.588202427461663,1.00125713022579,1.0119550148903,1.03022728166004
"cbsnyt","1","9152","1","21","3","1","0","0",898,0.605768172088989,0.668615297505281,0.659133167838308,1.00125713022579,0.897269664428355,0.913049494022076
"cbsnyt","1","9152","0","5","3","2","0","0",606,0.605768172088989,0.627617642833626,0.617528257851979,-1.36441646648511,-1.40558465467694,-1.38643463977338
"cbsnyt","1","9152","1","15","2","2","0","0",1174,0.605768172088989,0.603260397687102,0.591724283000871,1.00125713022579,1.00539180274093,1.02441641021808
"cbsnyt","1","9152","1","5","3","2","1","0",410,0.578623260530761,0.600299212374826,0.589821746591937,1.04604367580604,1.01027428035935,1.02755526581454
"cbsnyt","1","9152","1","1","3","3","1","0",572,0.578623260530761,0.596308907312046,0.586294953650522,1.04604367580604,1.01685440976488,1.03337532596876
"cbsnyt","1","9152","1","44","2","2","0","0",1330,0.605768172088989,0.603260397687102,0.591724283000871,1.00125713022579,1.00539180274093,1.02441641021808
"cbsnyt","1","9152","1","6","3","3","1","0",260,0.578623260530761,0.596308907312046,0.586294953650522,1.04604367580604,1.01685440976488,1.03337532596876
"cbsnyt","1","9152","1","5","2","1","1","0",1213,0.578623260530761,0.618618776814299,0.607214919110998,1.04604367580604,0.980067411423122,0.998871846496493
"cbsnyt","1","9152","0","24","4","1","0","0",1182,0.605768172088989,0.634159252197646,0.62363505832929,-1.36441646648511,-1.41813762065958,-1.39799572013648
"cbsnyt","1","9152","1","17","4","2","0","0",686,0.605768172088989,0.591503206552318,0.580455231285754,1.00125713022579,1.02478112250986,1.0430173553426
"cbsnyt","1","9152","1","5","3","2","1","0",1092,0.578623260530761,0.600299212374826,0.589821746591937,1.04604367580604,1.01027428035935,1.02755526581454
"cbsnyt","1","9152","0","6","4","2","1","0",318,0.578623260530761,0.563378512649003,0.552011401741957,-1.31470755482544,-1.2873916427331,-1.26727068711297
"cbsnyt","1","9152","1","25","2","3","1","0",565,0.578623260530761,0.571302596810189,0.559885587936892,1.04604367580604,1.05814580074912,1.07705415219669
"cbsnyt","1","9152","1","5","3","2","1","0",273,0.578623260530761,0.600299212374826,0.589821746591937,1.04604367580604,1.01027428035935,1.02755526581454
"cbsnyt","1","9152","0","51","1","3","0","0",1140,0.605768172088989,0.519334030102965,0.5081144519119,-1.36441646648511,-1.21044016737423,-1.1912256002862
"cbsnyt","1","9152","0","16","3","2","1","0",530,0.578623260530761,0.600299212374826,0.589821746591937,-1.31470755482544,-1.35428139079437,-1.33503816376652
"cbsnyt","1","9152","1","25","1","4","0","0",1663,0.605768172088989,0.52432819235441,0.512416296167187,1.00125713022579,1.13634279109023,1.15638912642787
"cbsnyt","1","9152","1","49","1","2","0","0",1665,0.605768172088989,0.523477176565825,0.511752702188781,1.00125713022579,1.13777137193285,1.15750920010508
"cbsnyt","1","9152","1","19","3","3","1","0",286,0.578623260530761,0.596308907312046,0.586294953650522,1.04604367580604,1.01685440976488,1.03337532596876
"cbsnyt","1","9152","0","5","3","2","1","0",546,0.578623260530761,0.600299212374826,0.589821746591937,-1.31470755482544,-1.35428139079437,-1.33503816376652
"cbsnyt","1","9152","0","5","1","1","1","0",607,0.578623260530761,0.539566791534574,0.527856526060219,-1.31470755482544,-1.24546174179769,-1.22513049866107
"cbsnyt","1","9152","1","48","2","1","0","0",1347,0.605768172088989,0.645424681747863,0.634474654673261,1.00125713022579,0.935784972668468,0.953895107418989
"cbsnyt","1","9152","1","21","2","1","0","0",2224,0.605768172088989,0.645424681747863,0.634474654673261,1.00125713022579,0.935784972668468,0.953895107418989
"cbsnyt","1","9152","0","10","2","4","0","0",1663,0.605768172088989,0.604076694942309,0.592365763051737,-1.36441646648511,-1.36127496163093,-1.33969025130643
"cbsnyt","1","9152","0","18","1","4","1","0",749,0.578623260530761,0.49552304239918,0.483464501974348,-1.31470755482544,-1.16981461263424,-1.14944444385771
"cbsnyt","1","9152","0","21","4","2","1","0",350,0.578623260530761,0.563378512649003,0.552011401741957,-1.31470755482544,-1.2873916427331,-1.26727068711297
"cbsnyt","1","9152","0","47","4","1","1","0",302,0.578623260530761,0.607020234872644,0.596081571445564,-1.31470755482544,-1.366745884694,-1.34650832223658
"cbsnyt","1","9152","0","14","2","2","0","0",1761,0.605768172088989,0.603260397687102,0.591724283000871,-1.36441646648511,-1.35976110186303,-1.33851601100155
"cbsnyt","1","9152","0","36","2","2","0","1",1343,0.227884977645708,0.222397699873163,0.213654995396182,-0.719196422917637,-0.709281422086099,-0.693339232558894
"cbsnyt","1","9152","0","41","2","4","1","0",749,0.578623260530761,0.576197433812666,0.564123062776993,-1.31470755482544,-1.3103339864183,-1.28871667138278
"cbsnyt","1","9152","1","33","2","3","0","1",3362,0.227884977645708,0.21953964675458,0.21121921721291,1.71983386484429,1.74139165023241,1.76343910623418
"cbsnyt","1","9152","1","5","4","2","0","0",353,0.605768172088989,0.591503206552318,0.580455231285754,1.00125713022579,1.02478112250986,1.0430173553426
"cbsnyt","1","9152","1","16","3","3","0","0",841,0.605768172088989,0.623729117667869,0.614083821334295,1.00125713022579,0.971636877815596,0.987546295949177
